policy_id,date,policy_type,region,channel,premium_amount,claim_amount,csat_score,nps_score,fcr_flag,ticket_resolution_hrs,loss_ratio
310,2023-08-05,Auto,East,Agent,11172.33,1445.26,4.3,-84,1,88.7,0.129
311,2023-05-25,Health,North,Direct,12256.27,586.11,4.4,-49,1,27.7,0.048
312,2023-08-31,Auto,South,Direct,11060.48,672.0,2.8,23,1,31.5,0.061
313,2023-06-12,Health,North,Agent,11766.04,815.19,3.8,84,1,22.9,0.069
314,2023-07-08,Home,South,Agent,4619.47,638.45,4.8,94,1,5.9,0.138
315,2023-04-29,Travel,South,Partner,5819.82,1339.33,3.4,-24,0,57.9,0.23
316,2023-05-21,Auto,North,Direct,31345.35,7600.54,4.7,-38,1,11.2,0.242
317,2023-03-03,Home,South,Agent,20856.88,3334.52,3.8,-57,1,40.3,0.16
318,2023-12-17,Auto,East,Partner,24170.11,1270.46,4.1,-94,1,0.3,0.053
319,2023-07-02,Travel,North,Partner,14907.88,3126.65,4.3,52,1,75.2,0.21
320,2023-03-28,Health,South,Direct,27032.78,4677.99,4.4,61,1,46.7,0.173
321,2023-01-10,Health,South,Agent,19848.46,16954.188092514196,4.1,38,1,27.2,0.854
322,2023-12-27,Life,South,Partner,12795.93,3203.65,3.5,-57,0,52.4,0.25
323,2023-07-23,Travel,West,Direct,14755.51,2459.17,4.6,63,1,12.5,0.167
324,2023-01-21,Home,West,Direct,22711.94,6220.86,4.1,25,1,43.8,0.274
325,2023-09-24,Auto,West,Partner,13535.97,5017.82,4.4,-60,1,18.7,0.371
326,2023-07-27,Health,West,Agent,11231.75,3907.37,4.1,-86,0,37.0,0.348
327,2023-06-29,Life,West,Agent,12590.36,4230.65,4.2,86,1,15.9,0.336
328,2023-10-29,Health,South,Partner,11992.06,1798.92,4.5,5,0,12.9,0.15
329,2023-10-19,Travel,South,Direct,6250.7,1096.49,4.0,-92,0,47.4,0.175
330,2023-11-07,Auto,West,Agent,19111.83,3111.37,4.8,-19,0,4.3,0.163
331,2023-09-20,Auto,South,Direct,35014.32,11535.67,3.6,-61,1,8.4,0.329
332,2023-11-15,Health,South,Agent,4528.05,1740.18,3.4,67,1,74.8,0.384
333,2023-04-24,Auto,East,Direct,17699.48,3487.11,3.5,60,1,13.8,0.197
334,2023-07-23,Auto,West,Agent,7552.73,1460.0,4.8,-69,0,38.2,0.193
335,2023-01-26,Health,North,Direct,11857.27,529.33,3.5,-75,1,2.2,0.045
336,2023-01-08,Life,West,Direct,6959.85,1678.94,3.7,74,1,29.7,0.241
337,2023-11-11,Auto,North,Partner,11055.63,3360.15,4.1,-5,1,2.8,0.304
338,2023-04-21,Life,South,Direct,19269.3,3441.86,3.5,-22,1,48.7,0.179
339,2023-10-14,Life,South,Direct,11537.34,4163.43,4.6,3,0,61.8,0.361
340,2023-02-05,Travel,West,Partner,18891.54,2154.79,3.6,-55,0,42.7,0.114
341,2023-08-18,Life,West,Agent,22182.69,4375.2,3.8,-66,0,6.1,0.197
342,2023-02-23,Travel,South,Direct,9884.4,986.3,3.2,22,1,15.3,0.1
343,2023-03-18,Life,North,Agent,14103.67,2886.16,4.0,-11,1,5.7,0.205
344,2023-05-01,Life,East,Direct,23066.1,6319.73,2.7,78,1,19.7,0.274
345,2023-08-15,Home,West,Agent,5470.1,1182.93,3.2,70,0,19.0,0.216
346,2023-09-04,Auto,West,Direct,9802.95,3585.12,4.5,-86,0,8.9,0.366
347,2023-11-21,Home,South,Direct,6454.94,1205.33,4.8,-77,1,4.6,0.187
348,2023-01-10,Auto,South,Partner,14934.78,4015.38,3.8,-5,1,5.1,0.269
349,2023-10-28,Auto,West,Agent,10968.34,2835.06,4.1,-79,1,10.6,0.258
350,2023-04-14,Travel,South,Direct,13162.77,4670.54,4.2,-4,0,22.3,0.355
351,2023-03-08,Health,West,Agent,13762.08,1939.28,3.9,78,0,15.4,0.141
352,2023-12-05,Health,West,Agent,14727.22,4936.02,4.5,100,1,6.2,0.335
353,2023-05-06,Home,West,Direct,7917.8,1667.72,4.4,79,1,0.8,0.211
354,2023-05-08,Home,North,Partner,7055.4,1203.59,3.4,32,1,6.3,0.171
355,2023-03-28,Auto,East,Direct,7149.61,503.05,5.0,65,1,3.7,0.07
356,2023-04-11,Auto,North,Agent,13206.42,6864.26,3.9,-16,0,22.1,0.52
357,2023-06-30,Auto,South,Partner,14021.76,5321.44,4.9,38,1,20.2,0.38
358,2023-12-07,Home,North,Direct,19123.36,4082.05,3.9,-73,0,20.9,0.213
359,2023-07-29,Home,East,Agent,30774.49,2578.14,4.0,90,1,35.0,0.084
360,2023-02-19,Health,South,Direct,14374.61,3519.82,4.3,32,1,61.9,0.245
361,2023-11-27,Life,North,Direct,9687.7,584.92,3.8,12,1,9.1,0.06
362,2023-10-10,Auto,South,Agent,11979.6,3134.85,4.1,82,1,25.1,0.262
363,2023-08-25,Health,North,Direct,14353.22,1985.04,3.8,-95,1,1.7,0.138
364,2023-05-30,Health,North,Direct,11920.3,2739.19,4.4,-69,1,14.9,0.23
365,2023-06-22,Health,South,Direct,12495.15,3363.85,3.8,98,1,1.2,0.269
366,2023-05-21,Home,North,Direct,12140.47,2200.41,4.1,91,1,1.8,0.181
367,2023-11-21,Auto,South,Direct,10084.33,3911.26,3.7,30,0,69.3,0.388
368,2023-03-11,Life,West,Agent,13237.78,649.59,4.7,11,1,1.8,0.049
369,2023-03-26,Travel,North,Direct,11385.56,1412.66,4.5,33,1,32.5,0.124
370,2023-07-19,Health,East,Direct,12888.09,572.24,4.4,-72,1,52.3,0.044
371,2023-04-30,Auto,West,Partner,23615.16,5101.0,4.8,-39,0,8.4,0.216
372,2023-04-24,Travel,North,Direct,10464.72,2824.15,3.9,100,1,56.7,0.27
373,2023-06-06,Auto,West,Agent,7744.76,1785.22,3.8,3,1,3.6,0.231
374,2023-08-09,Travel,North,Direct,9250.1,2855.33,2.8,15,0,12.5,0.309
375,2023-09-27,Health,North,Agent,5312.86,1362.3,3.8,-51,1,21.0,0.256
376,2023-01-10,Health,South,Direct,13823.46,333.64,2.6,-46,1,45.8,0.024
377,2023-07-16,Life,East,Direct,8301.82,1210.32,4.0,-30,0,29.9,0.146
378,2023-11-02,Auto,North,Partner,10981.49,1814.56,3.8,-53,1,26.7,0.165
379,2023-02-12,Auto,North,Direct,10742.54,2279.31,3.5,-60,0,10.2,0.212
380,2023-04-12,Health,East,Direct,7017.22,241.4,4.5,74,1,15.4,0.034
381,2023-07-11,Travel,West,Direct,6027.31,686.44,3.4,-12,0,27.7,0.114
382,2023-05-21,Travel,South,Partner,11576.57,1206.97,3.8,99,1,27.3,0.104
383,2023-12-22,Auto,East,Partner,2767.88,466.54,3.9,-78,1,21.3,0.169
384,2023-10-28,Home,West,Partner,3076.02,238.32,4.0,61,1,27.7,0.077
385,2023-04-03,Auto,East,Agent,22746.23,419.47,4.2,35,0,65.2,0.018
386,2023-12-06,Life,East,Partner,23570.94,2749.94,3.3,-52,1,12.8,0.117
387,2023-05-08,Health,South,Direct,9213.17,1742.85,4.1,-88,0,1.4,0.189
388,2023-08-06,Health,South,Agent,28373.54,1424.53,3.3,1,1,14.4,0.05
389,2023-12-31,Health,South,Direct,15245.49,4251.1,3.6,-85,1,1.4,0.279
390,2023-12-23,Travel,West,Direct,10993.7,5917.6,3.2,-58,1,11.2,0.538
391,2023-02-01,Travel,East,Direct,21659.67,3200.54,4.0,61,1,28.3,0.148
392,2023-08-30,Travel,East,Direct,6554.73,1331.02,3.5,-98,0,62.7,0.203
393,2023-02-05,Life,West,Agent,8695.77,772.96,3.6,-40,1,21.3,0.089
394,2023-10-13,Travel,East,Agent,9760.84,3036.57,3.2,64,0,42.2,0.311
395,2023-07-25,Health,East,Direct,10205.03,2419.19,4.3,88,1,87.7,0.237
396,2023-12-02,Life,South,Partner,12058.81,866.28,4.1,91,1,55.0,0.072
397,2023-06-01,Home,North,Direct,26007.93,1040.64,4.4,34,1,10.5,0.04
398,2023-01-10,Travel,South,Agent,17674.91,1451.67,3.2,42,0,67.6,0.082
399,2023-03-25,Travel,West,Direct,7521.85,1712.43,4.0,-40,1,4.7,0.228
400,2023-12-24,Home,West,Direct,8386.36,3657.89,3.6,-68,1,49.0,0.436
401,2023-10-15,Life,South,Direct,9322.43,1716.63,3.7,51,1,22.3,0.184
402,2023-11-04,Health,West,Agent,2479.01,586.58,3.6,82,0,95.2,0.237
403,2023-12-09,Home,West,Direct,7169.95,3627.55,4.0,-71,0,19.3,0.506
404,2023-06-01,Life,South,Direct,7311.62,202.85,3.4,91,1,28.7,0.028
405,2023-11-17,Auto,West,Direct,26219.15,3679.81,3.3,92,1,18.8,0.14
406,2023-01-25,Life,North,Agent,3642.83,604.0,3.2,40,1,52.4,0.166
407,2023-08-24,Auto,North,Agent,13054.99,4799.36,5.0,36,1,5.6,0.368
408,2023-04-21,Auto,North,Direct,15804.53,2418.42,3.5,15,0,30.5,0.153
409,2023-05-21,Travel,East,Agent,10495.62,2296.59,3.6,92,0,43.1,0.219
410,2023-11-22,Health,North,Direct,6375.53,1190.72,4.2,-58,1,4.8,0.187
411,2023-04-03,Auto,West,Partner,15789.9,1585.34,3.6,-4,0,2.6,0.1
412,2023-06-07,Auto,East,Partner,7852.28,2073.34,3.7,30,0,44.0,0.264
413,2023-07-19,Home,North,Direct,16168.06,2881.91,3.7,100,0,14.1,0.178
414,2023-03-17,Home,South,Direct,10930.76,980.35,2.9,-76,1,27.8,0.09
415,2023-08-26,Health,North,Direct,8954.69,1325.04,3.9,67,0,15.5,0.148
416,2023-12-03,Life,South,Direct,5791.47,3554.1,4.1,-77,1,14.2,0.614
417,2023-01-10,Auto,South,Partner,5408.7,1549.09,4.4,31,1,0.2,0.286
418,2023-05-07,Health,South,Direct,20257.65,8682.39,4.5,13,1,26.8,0.429
419,2023-12-04,Auto,South,Partner,20394.98,7125.83,4.5,-17,0,5.1,0.349
420,2023-10-12,Travel,West,Direct,12735.88,2751.65,5.0,-41,1,20.6,0.216
421,2023-03-18,Life,South,Agent,16534.94,1700.97,4.7,-89,1,6.8,0.103
422,2023-12-03,Life,South,Agent,15504.5,3512.72,3.7,24,1,3.3,0.227
423,2023-11-06,Travel,South,Partner,4975.25,1033.19,4.2,-83,1,11.9,0.208
424,2023-07-18,Auto,North,Partner,13233.7,3658.78,5.0,5,1,14.1,0.276
425,2023-11-24,Health,East,Agent,4972.25,2249.95,3.9,-46,1,10.4,0.453
426,2023-06-19,Life,West,Direct,3165.08,128.77,3.6,-91,1,6.1,0.041
427,2023-07-22,Travel,West,Agent,13521.15,3329.96,3.4,-34,1,15.9,0.246
428,2023-09-28,Health,West,Agent,16968.26,4366.25,3.3,-78,1,67.8,0.257
429,2023-11-10,Life,East,Partner,11125.94,14676.283902607707,3.9,96,1,28.4,1.319
430,2023-08-06,Auto,South,Agent,8049.9,704.53,4.1,84,1,46.7,0.088
431,2023-06-17,Health,North,Agent,8261.29,1439.94,5.0,-33,1,13.0,0.174
432,2023-06-06,Home,East,Direct,15393.09,1360.15,4.9,-61,1,39.1,0.088
433,2023-10-13,Life,North,Direct,6442.5,449.51,4.1,-64,1,72.3,0.07
434,2023-08-13,Health,South,Direct,16092.07,3802.95,2.8,46,1,5.1,0.236
435,2023-01-24,Travel,North,Agent,19234.63,1141.28,4.8,-50,1,20.6,0.059
436,2023-10-29,Health,East,Direct,18084.03,2376.11,3.3,-20,1,45.5,0.131
437,2023-06-21,Life,North,Partner,18342.04,8258.06,3.4,-32,1,27.1,0.45
438,2023-03-17,Health,East,Direct,6349.38,1178.68,4.3,98,0,2.0,0.186
439,2023-01-02,Travel,North,Direct,5104.64,1674.43,3.7,92,1,17.7,0.328
440,2023-12-19,Health,South,Partner,28628.85,941.21,4.8,45,1,12.2,0.033
441,2023-01-16,Life,South,Partner,10559.54,1404.03,3.2,-66,1,2.6,0.133
442,2023-10-13,Health,East,Direct,12756.38,3117.53,3.7,9,0,36.4,0.244
443,2023-04-22,Home,West,Agent,13331.51,4858.72,2.9,-41,1,4.7,0.364
444,2023-08-01,Life,East,Agent,17539.58,4245.79,4.1,-43,0,0.2,0.242
445,2023-04-06,Health,West,Direct,14304.32,380.37,3.5,0,0,18.9,0.027
446,2023-08-27,Health,North,Partner,11978.02,5115.64,4.4,88,1,6.9,0.427
447,2023-02-04,Travel,North,Partner,8698.61,1330.92,3.8,22,1,2.0,0.153
448,2023-04-03,Travel,North,Direct,5999.29,4990.464736900807,4.1,81,0,11.0,0.832
449,2023-03-25,Auto,West,Direct,9893.29,11840.842915850753,3.5,76,1,18.7,1.197
450,2023-08-11,Life,East,Agent,5283.81,1201.49,3.7,42,1,18.1,0.227
451,2023-06-01,Life,West,Agent,9135.99,2653.62,2.9,21,0,65.0,0.29
452,2023-01-19,Health,North,Agent,12117.26,1119.78,4.1,39,1,13.9,0.092
453,2023-08-31,Auto,North,Direct,7102.19,908.59,3.7,-23,1,22.6,0.128
454,2023-10-20,Auto,West,Direct,19809.82,307.64,3.5,33,1,30.0,0.016
455,2023-11-28,Auto,East,Agent,23429.62,9151.94,3.9,38,1,30.1,0.391
456,2023-07-10,Auto,West,Partner,24739.99,9792.7,3.9,-91,1,5.2,0.396
457,2023-01-29,Auto,West,Agent,17447.14,1440.72,4.6,10,1,8.1,0.083
458,2023-01-02,Life,East,Agent,16288.94,5100.52,3.7,-82,1,52.2,0.313
459,2023-04-04,Life,West,Direct,17760.57,3415.06,3.9,-3,1,8.4,0.192
460,2023-03-23,Travel,West,Direct,21325.02,10940.42,4.5,42,1,9.2,0.513
461,2023-11-26,Travel,South,Agent,13821.18,1368.76,5.0,34,1,24.3,0.099
462,2023-06-29,Auto,South,Agent,16749.06,1904.81,3.5,-31,1,35.3,0.114
463,2023-04-29,Travel,North,Direct,15787.34,948.48,4.2,-94,1,177.4,0.06
464,2023-11-28,Home,North,Direct,7756.36,1419.4,3.3,63,0,22.0,0.183
465,2023-11-28,Auto,North,Partner,6373.77,569.06,3.9,39,0,1.3,0.089
466,2023-10-13,Home,North,Agent,15967.1,123.0,4.1,-68,1,55.2,0.008
467,2023-06-06,Health,East,Agent,8688.76,2041.25,4.5,59,1,36.8,0.235
468,2023-04-16,Health,South,Agent,6149.29,489.56,4.7,-57,0,23.0,0.08
469,2023-08-04,Home,East,Agent,8863.44,1445.03,4.4,48,1,4.3,0.163
470,2023-12-16,Travel,West,Direct,16009.33,7979.07,3.5,71,1,23.2,0.498
471,2023-06-10,Health,North,Partner,6232.0,1151.66,4.2,23,1,2.9,0.185
472,2023-02-03,Health,South,Partner,12951.45,1675.34,4.7,-39,1,49.4,0.129
473,2023-03-24,Auto,South,Agent,13390.58,1088.32,4.2,-11,1,3.0,0.081
474,2023-07-23,Health,East,Partner,8516.45,1622.27,3.1,6,1,13.6,0.19
475,2023-10-26,Health,East,Direct,23741.32,7469.25,4.5,9,1,1.0,0.315
476,2023-05-31,Auto,South,Agent,4877.04,1590.22,4.0,-60,1,59.0,0.326
477,2023-04-25,Travel,South,Partner,22005.3,4023.76,4.2,62,1,25.9,0.183
478,2023-01-27,Travel,South,Direct,5380.26,575.44,3.2,-17,1,4.4,0.107
479,2023-08-07,Health,East,Direct,8261.05,3893.2,3.6,-8,1,7.9,0.471
480,2023-04-06,Home,West,Direct,22641.04,5444.35,4.1,27,0,14.9,0.24
481,2023-03-09,Health,West,Direct,11191.52,613.04,4.0,100,1,15.5,0.055
482,2023-10-04,Life,West,Agent,7772.57,2461.61,3.2,25,1,101.5,0.317
483,2023-02-27,Auto,West,Partner,6801.17,1659.13,4.7,4,1,13.0,0.244
484,2023-11-14,Health,North,Agent,6469.64,997.33,4.2,-12,1,10.4,0.154
485,2023-08-21,Auto,West,Partner,21069.38,766.69,4.7,92,1,17.7,0.036
486,2023-01-16,Auto,North,Partner,9191.04,1336.65,3.9,-83,1,42.4,0.145
487,2023-03-03,Health,West,Direct,11370.75,1828.55,4.2,-82,1,0.6,0.161
488,2023-10-25,Health,South,Direct,18011.11,4640.08,3.5,-16,1,20.8,0.258
489,2023-04-03,Auto,South,Agent,4005.43,1322.87,4.9,-55,0,63.0,0.33
490,2023-04-12,Auto,West,Direct,9654.64,1953.15,4.2,-88,1,66.1,0.202
491,2023-06-05,Home,West,Agent,10602.19,1298.18,4.9,-89,0,20.1,0.122
492,2023-08-16,Health,South,Agent,16934.42,5702.21,2.6,45,0,13.9,0.337
493,2023-04-30,Auto,South,Agent,20798.03,1482.65,4.1,45,1,42.8,0.071
494,2023-08-05,Life,South,Agent,22832.59,4123.51,3.6,56,1,6.1,0.181
495,2023-06-16,Home,North,Direct,34212.49,3820.8,3.7,-41,0,33.8,0.112
496,2023-03-16,Health,South,Partner,14701.63,781.61,4.4,-79,0,67.2,0.053
497,2023-05-20,Life,East,Agent,10908.71,1502.41,4.0,27,1,8.3,0.138
498,2023-10-30,Life,North,Partner,7601.37,1695.48,4.0,64,0,84.6,0.223
499,2023-04-30,Auto,South,Agent,12897.3,532.91,3.9,95,1,2.1,0.041
500,2023-01-29,Auto,West,Partner,6553.59,2248.75,4.7,36,1,50.1,0.343
501,2023-12-28,Life,East,Direct,15150.04,1510.19,2.6,-49,0,1.6,0.1
502,2023-08-20,Health,East,Partner,10724.13,415.27,3.7,-66,1,30.1,0.039
503,2023-08-31,Life,South,Direct,20040.74,6646.29,3.8,-91,1,11.3,0.332
504,2023-05-28,Travel,East,Partner,27914.08,13975.19,4.5,1,1,108.0,0.501
505,2023-03-26,Travel,East,Direct,23623.53,28764.116594009454,3.7,48,1,70.2,1.218
506,2023-07-05,Life,South,Agent,16158.79,2765.83,4.0,-95,1,3.5,0.171
507,2023-05-30,Life,North,Partner,8679.58,2259.65,3.7,6,0,2.5,0.26
508,2023-07-18,Health,East,Direct,15047.35,1350.38,3.0,46,1,13.5,0.09
509,2023-03-05,Health,North,Agent,11051.01,4065.54,3.7,-67,1,10.1,0.368
510,2023-03-09,Life,East,Direct,20456.11,2314.32,2.3,-43,1,1.5,0.113
511,2023-05-19,Health,South,Direct,17404.86,876.1,4.6,-42,1,20.5,0.05
512,2023-11-05,Health,East,Direct,4472.82,608.44,2.9,-3,1,5.6,0.136
513,2023-07-18,Health,East,Agent,7125.89,4670.25,3.6,-44,0,60.5,0.655
514,2023-04-30,Auto,North,Agent,28067.73,41917.92613807149,3.5,-34,0,46.8,1.493
515,2023-03-21,Life,North,Direct,17171.59,4177.22,4.4,12,0,166.3,0.243
516,2023-11-05,Travel,West,Direct,3757.16,703.06,4.4,-23,0,6.1,0.187
517,2023-06-25,Health,South,Agent,8656.53,1096.93,4.2,83,1,13.5,0.127
518,2023-04-06,Travel,South,Partner,13695.42,1480.34,3.3,-95,1,34.5,0.108
519,2023-12-03,Auto,West,Agent,14075.5,1665.89,3.5,56,0,12.5,0.118
520,2023-01-27,Travel,West,Partner,6582.49,1417.0,3.4,87,0,5.5,0.215
521,2023-08-09,Life,East,Agent,8710.33,3513.76,4.3,40,1,10.9,0.403
522,2023-10-18,Home,East,Agent,15306.49,3558.65,2.7,-16,0,11.0,0.232
523,2023-06-05,Auto,South,Partner,32194.75,4607.12,4.2,23,1,3.4,0.143
524,2023-04-21,Health,North,Agent,11035.6,1584.77,4.6,-25,0,21.6,0.144
525,2023-01-14,Life,South,Direct,4694.89,1526.03,4.1,85,1,5.4,0.325
526,2023-09-20,Auto,South,Agent,6303.41,2568.82,2.8,58,1,15.0,0.408
527,2023-03-01,Travel,West,Agent,15007.63,3278.22,3.8,-39,1,24.5,0.218
528,2023-04-26,Health,East,Direct,10475.74,1559.66,4.0,76,1,4.9,0.149
529,2023-09-08,Home,West,Partner,10346.37,1965.36,4.1,-29,1,5.9,0.19
530,2023-03-15,Travel,East,Direct,20536.32,2992.25,5.0,68,1,10.3,0.146
531,2023-05-16,Health,South,Direct,15276.51,2154.82,4.2,84,0,97.0,0.141
532,2023-01-16,Life,South,Partner,10101.6,630.96,3.2,-40,1,6.3,0.062
533,2023-06-19,Auto,North,Direct,17002.6,4210.97,3.8,-16,1,1.9,0.248
534,2023-03-09,Health,North,Direct,13599.05,3141.89,3.9,27,1,28.6,0.231
535,2023-12-28,Health,South,Partner,5291.02,865.84,2.8,-13,1,18.1,0.164
536,2023-07-27,Travel,East,Partner,2667.17,504.11,4.4,46,0,0.4,0.189
537,2023-02-18,Life,East,Direct,18711.62,3612.53,3.3,-49,1,70.7,0.193
538,2023-01-13,Life,South,Direct,3709.13,1321.86,4.1,34,0,52.5,0.356
539,2023-09-14,Life,South,Direct,18105.43,3048.0,5.0,56,1,13.6,0.168
540,2023-05-04,Life,East,Partner,14877.66,1520.9,4.0,58,1,33.1,0.102
541,2023-04-07,Health,West,Direct,8214.83,738.84,5.0,45,0,24.6,0.09
542,2023-12-24,Life,North,Direct,3655.22,1138.22,4.3,48,1,3.2,0.311
543,2023-02-08,Auto,West,Partner,11490.8,1454.3,3.7,-89,1,29.0,0.127
544,2023-03-08,Auto,East,Direct,8756.79,593.92,3.9,34,1,3.5,0.068
545,2023-12-06,Health,North,Agent,18759.08,5685.8,4.1,-98,0,9.4,0.303
546,2023-08-12,Life,West,Partner,10048.7,316.32,3.9,-54,1,8.4,0.031
547,2023-02-28,Auto,West,Agent,25056.66,2395.29,3.1,-87,1,66.2,0.096
548,2023-10-30,Life,North,Agent,21205.22,7558.4,4.8,90,1,41.2,0.356
549,2023-01-13,Home,South,Agent,5831.25,1272.92,3.5,-49,0,32.4,0.218
550,2023-06-30,Health,West,Direct,5083.97,1935.97,4.9,70,0,12.4,0.381
551,2023-12-21,Travel,North,Direct,6930.87,1068.62,4.8,34,1,4.4,0.154
552,2023-02-21,Auto,South,Agent,7925.81,1895.52,4.5,-15,1,13.8,0.239
553,2023-11-10,Travel,South,Agent,21464.97,5015.02,4.9,36,1,0.8,0.234
554,2023-02-28,Auto,East,Direct,15057.0,1640.77,4.1,49,1,98.8,0.109
555,2023-08-23,Auto,North,Agent,17851.41,1145.24,3.8,41,0,1.7,0.064
556,2023-06-11,Life,East,Direct,6821.24,605.19,4.0,-59,0,2.6,0.089
557,2023-12-08,Travel,South,Partner,21383.8,6420.61,3.4,-13,1,42.2,0.3
558,2023-03-28,Life,South,Direct,8942.62,2213.51,3.5,-37,0,4.2,0.248
559,2023-06-07,Life,South,Direct,5364.01,1260.18,4.1,-41,1,26.4,0.235
560,2023-07-18,Health,South,Partner,13485.91,1435.38,3.8,34,1,6.0,0.106
561,2023-10-01,Home,South,Partner,31328.27,3968.26,4.2,-52,1,28.2,0.127
562,2023-02-06,Life,West,Partner,29446.25,3416.63,4.2,-79,1,1.5,0.116
563,2023-09-26,Travel,South,Direct,12944.83,2019.97,4.2,3,1,5.2,0.156
564,2023-08-22,Health,East,Direct,6462.32,2408.69,3.5,62,1,38.8,0.373
565,2023-02-20,Health,North,Agent,13405.96,2517.09,3.5,-14,1,2.8,0.188
566,2023-12-26,Travel,West,Direct,21625.78,3356.53,4.2,76,1,32.3,0.155
567,2023-05-15,Auto,South,Partner,25530.16,3834.89,4.1,33,1,24.7,0.15
568,2023-09-10,Health,North,Agent,2600.44,240.74,3.1,67,1,29.6,0.093
569,2023-04-18,Auto,West,Direct,18303.26,7445.19,4.2,15,0,61.7,0.407
570,2023-06-23,Travel,East,Agent,18543.26,2529.08,4.1,26,0,1.2,0.136
571,2023-02-12,Health,East,Agent,8357.44,149.54,4.4,-43,1,62.1,0.018
572,2023-02-18,Health,West,Direct,15268.51,2931.86,4.2,67,1,46.1,0.192
573,2023-05-19,Home,East,Partner,11007.83,931.48,3.9,-39,1,30.4,0.085
574,2023-05-21,Life,East,Agent,13275.32,799.48,3.8,-38,0,48.7,0.06
575,2023-03-06,Health,North,Direct,20299.03,4169.45,3.6,71,1,12.2,0.205
576,2023-10-05,Health,West,Direct,14015.81,308.31,3.7,39,1,0.8,0.022
577,2023-03-30,Life,West,Agent,17192.79,760.62,4.1,59,0,17.2,0.044
578,2023-11-12,Travel,East,Direct,6937.66,1598.19,4.7,-67,1,10.4,0.23
579,2023-02-18,Auto,North,Agent,16728.83,2783.78,3.3,-84,1,37.7,0.166
580,2023-08-04,Life,West,Direct,5767.27,654.81,3.5,-38,1,4.8,0.114
581,2023-10-17,Health,South,Partner,9812.4,1300.76,4.4,-55,1,2.1,0.133
582,2023-05-26,Auto,South,Direct,21745.93,6152.57,4.0,-92,0,0.6,0.283
583,2023-02-12,Life,East,Agent,25623.74,4898.04,3.3,-96,1,6.4,0.191
584,2023-10-02,Auto,West,Direct,4261.43,217.68,3.3,-31,1,88.6,0.051
585,2023-06-15,Auto,West,Direct,10904.72,2351.75,4.3,81,1,20.3,0.216
586,2023-05-21,Life,West,Direct,12078.82,1051.21,3.2,61,1,63.7,0.087
587,2023-08-07,Health,South,Direct,9114.73,1573.95,4.7,44,0,7.3,0.173
588,2023-09-23,Health,North,Partner,8631.11,963.6,3.6,92,1,46.6,0.112
589,2023-05-04,Travel,South,Direct,5146.86,1007.37,4.3,-62,1,80.8,0.196
590,2023-05-04,Auto,South,Agent,9578.85,2658.74,4.3,-62,1,102.6,0.278
591,2023-09-02,Life,East,Direct,13639.52,2045.56,4.0,68,1,11.3,0.15
592,2023-05-19,Auto,South,Direct,9027.57,2558.99,4.9,53,0,0.4,0.283
593,2023-01-23,Health,East,Direct,12935.01,866.44,4.4,-75,1,30.0,0.067
594,2023-07-04,Health,West,Agent,11482.94,1843.12,4.6,-19,1,8.4,0.161
595,2023-07-17,Health,West,Direct,24352.43,2999.45,3.7,-90,0,2.5,0.123
596,2023-10-17,Auto,West,Partner,8986.13,1252.65,4.3,61,1,15.3,0.139
597,2023-04-26,Life,South,Agent,3938.76,384.76,4.1,35,1,47.2,0.098
598,2023-07-02,Home,East,Direct,19240.64,3861.05,3.1,-50,0,0.2,0.201
599,2023-08-31,Auto,West,Agent,15997.5,5583.41,3.5,63,1,1.6,0.349
600,2023-07-15,Health,South,Direct,8950.56,1095.32,4.4,92,1,7.1,0.122
601,2023-11-12,Health,West,Direct,18366.72,4481.96,4.3,-4,1,3.5,0.244
602,2023-03-05,Home,East,Agent,24148.13,1635.71,3.4,-77,1,30.2,0.068
603,2023-11-17,Life,South,Direct,18146.51,5131.96,3.7,48,1,34.4,0.283
604,2023-04-23,Life,North,Agent,5032.87,1343.54,3.0,42,1,40.0,0.267
605,2023-11-25,Health,South,Agent,12851.97,1026.37,4.5,4,1,4.7,0.08
606,2023-11-04,Auto,North,Direct,7912.24,1026.58,4.2,-90,1,13.9,0.13
607,2023-12-31,Life,East,Agent,7849.4,1924.3,4.0,75,1,14.5,0.245
608,2023-08-03,Auto,North,Direct,14391.23,1496.73,5.0,-84,1,57.6,0.104
609,2023-05-23,Auto,North,Direct,15780.77,3730.44,4.8,73,1,2.1,0.236
610,2023-04-21,Life,West,Partner,9722.66,1954.1,4.0,1,1,4.1,0.201
611,2023-03-08,Travel,South,Direct,13364.96,1816.69,3.5,34,0,61.5,0.136
612,2023-02-18,Health,West,Agent,6660.76,1666.14,4.5,16,1,43.7,0.25
613,2023-08-21,Auto,South,Direct,31334.68,5324.88,3.0,-20,1,2.4,0.17
614,2023-04-06,Auto,South,Direct,3972.58,1200.45,3.3,14,0,2.4,0.302
615,2023-05-07,Health,North,Direct,10179.56,2435.28,3.8,60,1,33.4,0.239
616,2023-06-28,Home,South,Agent,12055.93,2586.68,4.0,-98,0,22.4,0.215
617,2023-09-16,Health,North,Direct,5156.87,556.21,4.4,12,0,0.3,0.108
618,2023-09-18,Health,North,Agent,16934.56,3798.85,3.8,-14,1,12.9,0.224
619,2023-09-19,Life,East,Agent,8276.55,1187.07,3.5,-49,1,2.4,0.143
620,2023-03-13,Life,South,Agent,14607.63,12289.717761107873,3.4,55,1,21.5,0.841
